table,table_description,column,type,org_specific,discontinued,column_description,bucket,time_typed,already_in_cm04_card
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,HNO_RECORD_TYPE_C_NAME,VARCHAR,False,False,Record type.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,ENTRY_PERSON_USER_ID,VARCHAR,False,False,Note Entry Person,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,ENTRY_PERSON_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,ENTRY_DATE,DATETIME,False,False,The date on which this note was created.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",True,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,ACCT_NOTE_INSTANT_DTTM,DATETIME (Local),False,False,The instant in which this note was created.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",True,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,ACCT_NOTE_SUMMARY,VARCHAR,False,False,A brief summary of the content of this note to aid in note identification.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,SYSTEM_GEN_YN,VARCHAR,False,False,Denotes whether a financial assistance note was generated automatically by the system.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FIN_ASST_NOTE,This table contains information about notes added to financial assistance tracker records.,FIN_ASST_CASE_ID,NUMERIC,False,False,This item stores the internal ID of the financial assistance case record this note is linked to.,"administrative/non-clinical (comment fields, billing/coverage/referral/etc.)",False,False
FLOWSHT_NOTE_AUDIT,The audit trail of the notes that are linked to flowsheet data.,FSD_ID,VARCHAR,False,False,The flowsheet data ID.,other note/document-adjacent,False,False
FLOWSHT_NOTE_AUDIT,The audit trail of the notes that are linked to flowsheet data.,GROUP_LINE,INTEGER,False,False,The line number of the flowsheet data record that corresponds to this specific data.,other note/document-adjacent,False,False
FLOWSHT_NOTE_AUDIT,The audit trail of the notes that are linked to flowsheet data.,VALUE_LINE,INTEGER,False,False,The value line of the flowsheet notes item.,other note/document-adjacent,False,False
FLOWSHT_NOTE_AUDIT,The audit trail of the notes that are linked to flowsheet data.,AUDIT_LINKD_NOTE_ID,VARCHAR,False,False,Stores the edited linked notes information. Stores the note record ID's of notes that are associated with this data through the flowsheet notes functionality.,other note/document-adjacent,False,False
FLO_INST_COSIGNED,This table displays times that cosigners cosigned the flowsheet data.,FSD_ID,VARCHAR,False,False,The unique ID for the flowsheet data record.,signature/cosign/attestation,False,False
FLO_INST_COSIGNED,This table displays times that cosigners cosigned the flowsheet data.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,signature/cosign/attestation,False,False
FLO_INST_COSIGNED,This table displays times that cosigners cosigned the flowsheet data.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,signature/cosign/attestation,False,False
FLO_INST_COSIGNED,This table displays times that cosigners cosigned the flowsheet data.,INSTANT_COSIGNED_TM,DATETIME (Local),False,False,This item stores the instant that the co-signer co-signed the data.,signature/cosign/attestation,True,False
FLO_USER_COSIGNED,Users that were either requested to cosign the data or did cosign the data.,FSD_ID,VARCHAR,False,False,The flowsheet data ID that this data corresponds to.,signature/cosign/attestation,False,False
FLO_USER_COSIGNED,Users that were either requested to cosign the data or did cosign the data.,GROUP_LINE,INTEGER,False,False,The line number for the information associated with this record.,signature/cosign/attestation,False,False
FLO_USER_COSIGNED,Users that were either requested to cosign the data or did cosign the data.,VALUE_LINE,INTEGER,False,False,The line number of one of the multiple values associated with a specific group of data within this record.,signature/cosign/attestation,False,False
FLO_USER_COSIGNED,Users that were either requested to cosign the data or did cosign the data.,USER_COSIGNED_ID,VARCHAR,False,False,This item stores the networked user id of the user that cosigned the entered data. Multiple people could co-sign the same data.,signature/cosign/attestation,False,False
FLO_USER_COSIGNED,Users that were either requested to cosign the data or did cosign the data.,USER_COSIGNED_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,signature/cosign/attestation,False,False
HNO_ABN_ORD_REASON,The order reasons on the Advance Beneficiary Notice (ABN) form for why the order failed medical necessity checks.,NOTE_ID,VARCHAR,False,False,The unique ID of the note (HNO) record that contains the Advance Beneficiary Notice (ABN) information.,core note lifecycle,False,False
HNO_ABN_ORD_REASON,The order reasons on the Advance Beneficiary Notice (ABN) form for why the order failed medical necessity checks.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
HNO_ABN_ORD_REASON,The order reasons on the Advance Beneficiary Notice (ABN) form for why the order failed medical necessity checks.,ABN_ORD_REASONS,VARCHAR,False,False,The order reasons listed on the ABN form for the procedures that failed medical necessity checks,core note lifecycle,False,False
HNO_ABN_PROCEDURES,This table contains the procedures listed on the Advance Beneficiary Notice (ABN) form.,NOTE_ID,VARCHAR,False,False,The unique ID of the note (HNO) record that contains the Advance Beneficiary Notice (ABN) information.,core note lifecycle,False,False
HNO_ABN_PROCEDURES,This table contains the procedures listed on the Advance Beneficiary Notice (ABN) form.,LINE,INTEGER,False,False,The line number for the information associated with this record. Multiple pieces of information can be associated with this record.,core note lifecycle,False,False
HNO_ABN_PROCEDURES,This table contains the procedures listed on the Advance Beneficiary Notice (ABN) form.,ABN_PROCEDURE_ID_PROC_NAME,VARCHAR,False,False,The name of each procedure.,core note lifecycle,False,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,NOTE_ID,VARCHAR,False,False,The unique identifier for the note record.,core note lifecycle,False,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,CONTACT_DATE_REAL,FLOAT,False,False,"A unique contact date in decimal format. The integer portion of the number indicates the date of contact. The digits after the decimal distinguish different contacts on the same date and are unique for each contact on that date. For example, .00 is the first/only contact, .01 is the second contact, etc.",core note lifecycle,False,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,CONTACT_DATE,DATETIME,False,False,The date of this contact in calendar format.,core note lifecycle,True,False
HNO_CONSULT_ORD_ID,This table contains the unique IDs of the consult orders that are attached to a note.,CONSULT_ORDER_ID,NUMERIC,False,False,IDs of consult orders that are attached to the note.,core note lifecycle,False,False
HNO_ECG_DX,This table contains the diagnosis for Electrocardiograms (ECG/EKG) that have been stored on General Use Notes (HNO) records.,NOTE_CSN_ID,NUMERIC,False,False,The contact serial number (CSN) of the contact.,core note lifecycle,False,False
HNO_ECG_DX,This table contains the diagnosis for Electrocardiograms (ECG/EKG) that have been stored on General Use Notes (HNO) records.,LINE,INTEGER,False,False,The line number for the information associated with this contact. Multiple pieces of information can be associated with this contact.,core note lifecycle,False,False
HNO_ECG_DX,This table contains the diagnosis for Electrocardiograms (ECG/EKG) that have been stored on General Use Notes (HNO) records.,NOTE_ID,VARCHAR,False,False,The unique identifier for the note record.,core note lifecycle,False,False
HNO_ECG_DX,This table contains the diagnosis for Electrocardiograms (ECG/EKG) that have been stored on General Use Notes (HNO) records.,CONTACT_DATE,DATETIME,False,False,The date of this contact in calendar format.,core note lifecycle,True,False
HNO_ECG_DX,This table contains the diagnosis for Electrocardiograms (ECG/EKG) that have been stored on General Use Notes (HNO) records.,ECG_DX,VARCHAR,False,False,The diagnosis associated with the Electrocardiogram (ECG/EKG).,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",NOTE_ID,VARCHAR,False,False,The unique ID of the note record.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",NOTE_TYPE_NOADD_C_NAME,VARCHAR,True,False,"Starting in November 2025 this column has the value for Note - Type No-Add (I HNO 51) to identify the type of note this record is for non clinical notes. For clinical notes, instead use the column IP_NOTE_TYPE_C in table HNO_INFO to get the UCN note type (I HNO 34033) value. Versions prior to November 2025 used the following logic: This virtual item (I HNO 17051) is populated with a category value from Note - Type No-Add (I HNO 51) according to the following logic: * if Note - Type No-Add (I HNO 51) is populated, use the value directly * if Note - Type No-Add (I HNO 51) is null and the note is not ambulatory, return null * if Note - Type No-Add (I HNO 51) is null and the note has an ambulatory encounter context, obtain a category from the UCN note type (I HNO 34033) and map that value to an equivalent category from Note - Type No Add (I HNO 51), if possible",core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",PAT_ENC_CSN_ID,NUMERIC,False,False,The unique contact serial number for the patient encounter to which the note is attached. This number is unique across all patient encounters in your system. If you use IntraConnect this is the Unique Contact Identifier (UCI).,core note lifecycle,False,True
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ENTRY_USER_ID,VARCHAR,False,False,The unique ID of the user who created this note. This column is frequently used to link to the CLARITY_EMP table.,core note lifecycle,False,True
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ENTRY_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",NOTE_DESC,VARCHAR,False,False,This is a free text description of the note.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",IP_NOTE_TYPE_C_NAME,VARCHAR,True,False,The note type associated with this note.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ORIGINAL_HP_ID,VARCHAR,False,False,For View-Only H&P notes only - original note record identifier,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ORIG_HP_DATE_REAL,NUMERIC,False,False,For View-Only H&P notes only - original note record contact,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",SOURCE_HP_ID,VARCHAR,False,False,For Interval H&P only - ID of H&P Note being modified by interval note,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",SOURCE_HP_DATE_REAL,NUMERIC,False,False,For Interval H&P only - contact of H&P Note being modified by interval note,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ECG_TECHNICIAN_ID,VARCHAR,False,False,The Electrocardiogram/Spirometry Technician,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",PAT_LINK_ID,VARCHAR,False,False,"Virtual item that will check all HNO items linked to EPT and return the first EPT ID it finds. The items are checked in the following order: 505, 38970, 21001, 600 (which gives us an order, then we look at ord 210), 1605, 1643, 1640.",core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",LETTER_SUMMARY,VARCHAR,False,False,The summary of the letter.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",TX_IB_FOLDER_C_NAME,NUMERIC,True,False,Stores the Type of Message (I EOW 30) In Basket folder to be used by the Transcription interface to generate In Basket messages,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CREATE_INSTANT_DTTM,DATETIME (UTC),False,False,The note's create instant.,core note lifecycle,True,True
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",UNSIGNED_YN,VARCHAR,False,False,A flag for if the note record is considered an unsigned note.,core note lifecycle,False,True
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",DELETE_INSTANT_DTTM,DATETIME (UTC),False,False,The instant when the note is deleted.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",DELETE_USER_ID,VARCHAR,False,False,User who deleted the note,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",DELETE_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",COSIGNED_NOTE_LINK,NUMERIC,False,False,Contains a contact serial number (CSN) that points to the resident's note being cosigned. Cosigning Note Link (I HNO 34158) is a link for the opposite direction.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",DATE_OF_SERVIC_DTTM,DATETIME (UTC),False,False,The note's date of service.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",SIGNED_NOTE_ID,VARCHAR,False,False,This item points to the ID of the signed note that this note is addending/editing/cosigning.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",LST_FILED_INST_DTTM,DATETIME (UTC),False,False,The instant the note was last edited.,core note lifecycle,True,True
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",UPDATE_DATE,DATETIME (Local),False,False,The date and time when this row was created or last updated in Clarity.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CURRENT_AUTHOR_ID,VARCHAR,False,False,This item stores the current author of the note for indexing purposes.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CURRENT_AUTHOR_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",LETTER_TYPE_C_NAME,VARCHAR,True,False,Type of professional billing letter.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",VISIT_NUM,VARCHAR,False,False,Professional billing visit number attached to this note.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CRT_INST_LOCAL_DTTM,DATETIME (Local),False,False,"This is a virtual item that gets the create instant (I HNO 17105), in local time format.",core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",PRIORITY_YN,VARCHAR,False,False,"The priority of the note (Yes = High, No = Routine).",core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ACTIVE_FROM_DT,DATETIME,False,False,The date on which the note becomes active.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ACTIVE_TO_DT,DATETIME,False,False,The date after which the note becomes inactive.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",TREAT_SUM_RLS_TO_MYC_YN,VARCHAR,False,False,Indicates whether a Treatment Summary is released to MyChart.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",TREAT_SUM_RLS_TO_MYC_CSN,NUMERIC,False,False,"Stores the CSN of the Treatment Summary (HNO) that is released to MyChart. If you use IntraConnect, this column stores the Unique Contact Identifier (UCI).",core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",COMMENT_USER_ID,VARCHAR,False,False,The unique ID of the last user to edit the internal comment in either the Continued Care and Services Coordination or Payer Communication workflows.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",COMMENT_USER_ID_NAME,VARCHAR,False,False,The name of the user record. This name may be hidden.,core note lifecycle,False,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",COMMENT_EDIT_INST_DTTM,DATETIME (UTC),False,False,Instant the comment was last edited in either the Continued Care and Services Coordination or Payer Communication workflows. In UTC.,core note lifecycle,True,False
HNO_INFO,"This table contains common information from General Use Notes items. This table focuses on time-insensitive, once-per-record data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CONVERSATION_MSG_ID,VARCHAR,False,False,The record for the message that was also filed as a note. The text filed in the message and the quicknote will be the same and displaying one of these to the end user should be sufficient.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",NOTE_ID,VARCHAR,False,False,The note ID for the note record.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",RELEVANT_REC_EVENT_ID,VARCHAR,False,False,"Holds the Events (IEV) record which contains records marked relevant to the Note such as problems, allergies, lab results, etc.",core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",GROUP_NOTE_ID,VARCHAR,False,False,This item stores the group note ID for notes that are created in a group documentation context.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",LETTER_DEST_C_NAME,VARCHAR,False,False,The letter destination category ID for the note. This column is only populated if this row is for a Customer Relationship Management letter.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",LETTER_FINAL_UTC_DTTM,DATETIME (UTC),False,False,The instant the letter was finalized. This column is only populated if this row is for a Customer Relationship Management letter.,core note lifecycle,True,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",HNO_RECORD_TYPE_C_NAME,VARCHAR,False,False,Record type.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",RFL_LETTER_ENC_CSN,NUMERIC,False,False,Stores the encounter in which the referral communication letter was written,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",CONV_MSG_CID,NUMERIC,False,False,This item contains the Community ID (CID) of a related In Basket Message (EOW) record.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",OUTREACH_TEMPLATE_ID,NUMERIC,False,False,This item stores the campaign outreach template that created the letter.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",SOURCE_EDITS_CSN,NUMERIC,False,False,Stores a Contact Serial Number (CSN) pointer to the General Use Notes (HNO) record that holds edits to the parent note while an attestation is in progress.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXT_DOC_EVNT_ID,VARCHAR,False,False,External autoreconciled note event identifier,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXT_NOTE_TYPE,VARCHAR,False,False,Autoreconciled external note type name,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXT_DUP_NOTE_ID,VARCHAR,False,False,Autoreconciled extneral note duplicate source note,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXT_DUP_NOTE_C_NAME,VARCHAR,False,False,Autoreconciled external note duplicate note type,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",PARENT_NOTE_ID,VARCHAR,False,False,The parent note ID of a soft-deleted transcription record.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ACTIVE_C_NAME,VARCHAR,False,False,Whether the note is active. This item is not populated for all notes.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXT_AUTHOR,VARCHAR,False,False,"Name of the external note's author. The name is stored as pieces delimited by character 127 and is ordered as follows: Last Name, Last Name from Spouse, First Name, Middle Name, Last Name Prefix, Spouse Last Name Prefix, Title, Suffix, Academic Initials.",core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",NOTE_UPDATE_INST_UTC_DTTM,DATETIME (UTC),False,False,The last time this note was received through Care Everywhere. The value of Received Assessment and Plan Existence Days (I DXC 17000) defines how long notes with this item set exist before they are deleted. Scheduled task Remove HNO Records (E1J 88032) deletes notes and all of their references that have not been received within the amount of days defined by Received Assessment and Plan Existence Days (I DXC 17000) Received Assessment and Plan Existence Days (I DXC 17000) defaults to 30 days if not set.,core note lifecycle,True,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",ROUT_RECPNT_COMMUNICATION_ID,NUMERIC,False,False,This is a Communication Management (LCA) record that contains information about recipients that users selected for routing in the clinical note editor.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXTERNAL_SOURCE_IDENT,VARCHAR,False,False,"If this note is associated with information in an outside system, the ID of that information can be stored here.",core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",EXTERNAL_PROBLEM_IDENT,VARCHAR,False,False,The reference ID for the external problem linked to the note.,core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",TRANSLATION_IDENTIFIER,VARCHAR,False,False,"Stores the unique identifier to link back to the source information that the note is a translation for. This should only be set on Translation (Item HNO 50 = 61) type HNO records. The format of the identifier is intended to capture the INI and ID of the source record, along with the requested language to be translated in.",core note lifecycle,False,False
HNO_INFO_2,"This table contains common information from General Use Notes items. This table focuses on one time only data while other HNO tables (e.g., NOTES_ACCT, CODING_CLA_NOTES) contain the data for different note types.",TRANSLATION_LANGUAGE_ID,NUMERIC,False,False,The unique identifier (.1 item) for the Epic Languages record associated with a translation HNO record. Should only be set for Translation (Item HNO 50 = 61) type notes.,core note lifecycle,False,False
